,timestamp,tweet_id,text,hashtags,links,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user_id,username,screen_name,user_location,followers_count,friends_count,user_creation,favourites_count,coordinates,country,retweets,retweeted,lang,company
0,Thu May 21 14:15:19 +0000 2020,1263473452595412996,Dozens of cities have found ways to keep people off the street during the coronavirus crisis. Will the changes last… https://t.co/5cbCVwvcwk,[],https://twitter.com/i/web/status/1263473452595412996,,,,1159116954575233024,Reasons to be Cheerful,RTB_Cheerful,,6445,460,Wed Aug 07 14:59:52 +0000 2019,2601,,,0,False,en,Air France
1,Thu May 21 14:11:58 +0000 2020,1263472607938125828,"Super flight experience, too big to be profitable #airtravel #A380 https://t.co/5dESG9jlde","[{'text': 'airtravel', 'indices': [50, 60]}, {'text': 'A380', 'indices': [61, 66]}]",https://lnkd.in/dFxHA5b,,,,161643248,Jean-François De Mol,JFDEMOL,Belgium,349,414,Thu Jul 01 11:07:44 +0000 2010,1843,,,0,False,en,Air France
2,Thu May 21 14:09:38 +0000 2020,1263472020504940544,Sad news. My first flight on an A380 was via Air France Dulles-CDG. https://t.co/NgxWqMl7j7,[],https://onemileatatime.com/air-france-retiring-a380/,,,,18631451,JohnProcter,JohnProcter,"Washington, DC",576,1591,Mon Jan 05 13:30:39 +0000 2009,242,,,0,False,en,Air France
3,Thu May 21 14:09:10 +0000 2020,1263471901101391872,"Live on @LBC: “Mandatory mask wearing is now a policy in place at the majority of European airlines, including: Air… https://t.co/2H9KHoRPXt",[],https://twitter.com/i/web/status/1263471901101391872,,,,191881312,Alex Macheras,AlexInAir,"Usually at 38,000ft / London",41124,4284,Fri Sep 17 16:10:41 +0000 2010,7588,,Qatar,3,False,en,Air France
4,Thu May 21 14:06:01 +0000 2020,1263471108554133506,Sierra National Airlines is the National carrier although not in service lately. Flights to Sierra Leone are by BMI… https://t.co/EscT7upzjC,[],https://twitter.com/i/web/status/1263471108554133506,,,,447186757,Go Volunteer Africa,GoVolunTravel,"Upland, CA",601,184,Mon Dec 26 16:12:49 +0000 2011,126,"[8.4844, -13.2344]",Sierra Leone,0,False,en,Air France
5,Thu May 21 14:05:56 +0000 2020,1263471087318376448,"Air France has revealed it is accelerating the retirement of its A380s. The flag carrier said this marks the ""defin… https://t.co/ytgYpd8aog",[],https://twitter.com/i/web/status/1263471087318376448,,,,1175073506733756416,Key_Aero,key_aero,United Kingdom,520,459,Fri Sep 20 15:45:35 +0000 2019,1006,,,0,False,en,Air France
6,Thu May 21 14:03:40 +0000 2020,1263470520936398850,"Air France is accelerating the retirement of its A380s. The flag carrier said this marks the ""definitive end"" of th… https://t.co/XtjqZXNePd",[],https://twitter.com/i/web/status/1263470520936398850,,,,1468126154,Airliner World,_AirlinerWorld,Worldwide,5416,902,Wed May 29 19:53:12 +0000 2013,1174,,,1,False,en,Air France
7,Thu May 21 13:59:05 +0000 2020,1263469367502741505,Britons back 'air bridges' and tourism in Europe 're-opening this summer' https://t.co/wMHwPDHY0g,[],https://trib.al/udKN7d3,,,,111556423,Daily Mail U.K.,DailyMailUK,"London, UK",442409,547,Fri Feb 05 10:18:15 +0000 2010,746,,,0,False,en,Air France
8,Thu May 21 13:57:03 +0000 2020,1263468852928827393,@nth09 @KLM Thx - extraordinary its a simple legal concept and to try and push back to Air France one of there peers and partners very poor,[],,1263467330228695042,1386986059,nth09,153182179,Tim Davies,TimDaviesLondon,London,34,39,Mon Jun 07 22:19:54 +0000 2010,26,,,0,False,en,Air France
9,Thu May 21 13:55:24 +0000 2020,1263468437352919040,@captain_nav No more Air France A380s to KIAD. A380s going the way of B747s. 😕,[],,,1141171177693614080,captain_nav,876749583228862464,Capt George,7x7VirtualPilot,KPHX,5,33,Mon Jun 19 10:32:44 +0000 2017,3,,,0,False,en,Air France
10,Thu May 21 13:53:50 +0000 2020,1263468044422176772,"Desperate to get out of UK?😂

Britons back 'air bridges' with searches to Italy and France rocketing… https://t.co/t2iM4Q8lKT",[],https://twitter.com/i/web/status/1263468044422176772,,,,2226870793,SiaSeas,siasees,¯\_(ツ)_/¯,1151,1274,Mon Dec 02 15:44:55 +0000 2013,8713,,,0,False,en,Air France
11,Thu May 21 13:50:58 +0000 2020,1263467322821406720,@mekaeel_ @HarmanveerM @HardeepSPuri How many countries allowing flights ? Is America England France Italy Australi… https://t.co/myROuuiuIE,[],https://twitter.com/i/web/status/1263467322821406720,1263449017108754432,142602425,mekaeel_,1243978628972433409,Sachin S.,soldier_speaks,"Bengaluru, India",10,13,Sat Mar 28 19:10:08 +0000 2020,13,,,1,False,en,Air France
12,Thu May 21 13:49:17 +0000 2020,1263466901256253441,Air France’s killed its 380s. Yesterday.       My heart burning    All the remaining 9 380s they have will  send to retirements.,[],,,,,3167230658,Khalifa alsalat,Khalifa1560,سجل عندك qatar ,381,455,Wed Apr 22 11:24:32 +0000 2015,3152,,,0,False,en,Air France
13,Thu May 21 13:49:03 +0000 2020,1263466841709654019,Britons back 'air bridges' with searches to Italy and France rocketing https://t.co/fLTZOGdonW via @travelmail,[],https://mol.im/a/8343661,,,,1080207836,Heather Venter,heather_venter,East Yorkshire - England,5602,5390,Fri Jan 11 16:29:21 +0000 2013,125293,,,1,False,en,Air France
14,Thu May 21 13:48:24 +0000 2020,1263466675808108549,The poster you below is a sectarian one just like your terrorist regime. The day tha grand tertorist khomaini arriv… https://t.co/04rPAcIKy1,[],https://twitter.com/i/web/status/1263466675808108549,,,,1566555649,Mossab Al Shaikh,Saudi3001,Kingdom of Saudi Arabia,134,344,Wed Jul 03 19:37:37 +0000 2013,287,,,0,False,en,Air France
15,Thu May 21 13:46:08 +0000 2020,1263466106750152707,Air France Retiring Airbus A380s Immedaitely https://t.co/AxI1sL8Mci via @YouTube,[],https://youtu.be/njLDI3yyfa4,,,,17430503,mister35mm,mister35mm,"London, England",237,837,Mon Nov 17 00:23:20 +0000 2008,20205,,,0,False,en,Air France
16,Thu May 21 13:43:39 +0000 2020,1263465483585511424,@SooryVaishnavi @HardeepSPuri @MoCA_GoI How many countries allowing flights ? Is America England France Italy Austr… https://t.co/5apvnqUHtH,[],https://twitter.com/i/web/status/1263465483585511424,1263443488714059776,1113160801773326337,SooryVaishnavi,1243978628972433409,Sachin S.,soldier_speaks,"Bengaluru, India",10,13,Sat Mar 28 19:10:08 +0000 2020,13,,,0,False,en,Air France
17,Thu May 21 13:42:35 +0000 2020,1263465211056570371,"A sign of what's to come for the global transportation sector?
https://t.co/DArmbBHhHA",[],http://ow.ly/NpKC50zMzW2,,,,695747756040830976,Florent Thevenin,TheFutureEcoFlo,Canada,14574,12862,Fri Feb 05 23:16:06 +0000 2016,11168,,,0,False,en,Air France
18,Thu May 21 13:39:07 +0000 2020,1263464341527019521,@klm BEWARE they are trying to renege on on an already agreed refund by claiming that a code share partner Air Fran… https://t.co/Qq1UkBmwkb,[],https://twitter.com/i/web/status/1263464341527019521,,56377143,KLM,153182179,Tim Davies,TimDaviesLondon,London,34,39,Mon Jun 07 22:19:54 +0000 2010,26,,,1,False,en,Air France
